id,Title,Authors Names,Source Type,Work Type,Publication Date,Affiliation,Quartile
85034614011,Comparative research for social recommendations on VK,"Robbin Black,
Michael Oscar",Book Series,Conference Paper,2017-01-01,Innopolis University,4
85030846070,Comparing the reliability of software systems: A case study on mobile operating systems,"Daniel Black,
Jack Jordan,
Stephen Johns",Journal,Article,2018-01-01,Innopolis University,1
85089616404,Comparing the spectral properties of the laser-induced acoustic responses from blood and cancer cells in vitro,"Daniel Johns,
Jack Jordan,
Stephen Lee,
Daniel Oscar,
Robbin Oscar,
Jack Lee,
Daniel Black,
Robbin Castle,
Michael White",Journal,Article,2020-06-01,"Saratov State University, University of Arkansas for Medical Sciences, Innopolis University, Saratov State Medical University named after V. I. Razumovsky, Kotel'nikov Institute of Radio Engineering and Electronics of Russian Academy of Sciences, Saratov Branch",3
85064154737,"Comparison of Agile, Quasi-Agile and Traditional Methodologies","Laura Johns,
Laura White,
Michael Jordan,
Daniel Oscar,
Jack White,
Michael White,
Jack Oscar",Book Series,Conference Paper,2020-01-01,Innopolis University,1
85104770512,Comparison of Machine Learning Methods for Life Trajectory Analysis in Demography,"Daniel Jordan,
Jack Black,
Stephen Lee",Book Series,Conference Paper,2021-01-01,"HSE University, Innopolis University",4
85047324782,Comparison of ROS-based visual SLAM methods in homogeneous indoor environment,"Bruce White,
Jack Castle",Conference Proceeding,Conference Paper,2018-01-08,Innopolis University,1
85051285869,Comparison of Serial and Quasi-Serial Industrial Robots for Isotropic Tasks,"Jack White,
Stephen Jordan,
Laura Oscar,
Michael Johns",Book Series,Book Chapter,2016-01-01,"IMT Atlantique, Innopolis University",3
85065977165,Comparison of Various SLAM Systems for Mobile Robot in an Indoor Environment,"Stephen Johns,
Bruce Black",Conference Proceeding,Conference Paper,2018-07-02,Innopolis University,1
85072666135,Comparison of hybrid path planning approaches for vehicles in 3D non-deterministic environments,"Stephen White,
Stephen Oscar,
Bruce White,
Robbin Black,
Stephen Castle",Journal,Article,2019-01-01,"Southern Federal University, Innopolis University",2
85018291159,Comparison of kinematic and dynamic leg trajectory optimization techniques for biped robot locomotion,"Michael Lee,
Laura White,
Robbin Jordan",Conference Proceeding,Conference Paper,2017-01-01,"Kazan Federal University, Innopolis University",4
85049796748,Comparison of mobile operating systems based on models of growth reliability of the software,"Stephen Lee,
Stephen Jordan",Journal,Article,2018-01-01,Innopolis University,3
85126519041,Comparison on brain activity for mechanical imagery and execution: a brief review,"Bruce Oscar,
Jack Johns",Conference Proceeding,Conference Paper,2021-01-01,"Immanuel Kant Baltic Federal University, Innopolis University",1
85019568487,Comparison study of industrial robots for high-speed machining,"Daniel Oscar,
Michael Johns,
Robbin Castle,
Bruce Johns,
Robbin Black",Book Series,Article,2017-01-01,"Laboratoire des Sciences du Numérique de Nantes, Université de Nantes, IMT Atlantique, Innopolis University",4
84987995222,Complete Contracts through Specification Drivers,"Michael Black,
Jack Castle",Conference Proceeding,Conference Paper,2016-08-10,"Politecnico di Milano, Innopolis University",1
85075644518,Complex Systems: On Design and Architecture of Adaptable Dashboards,Robbin Johns,Book Series,Conference Paper,2019-01-01,Innopolis University,4
85061044673,Compliance error compensation based on reduced model for industrial Robots,"Michael Black,
Laura Johns,
Laura Black,
Jack White",Conference Proceeding,Conference Paper,2018-01-01,Innopolis University,1
85077520999,Compliance errors estimation for robotic manipulator using the Quantum Monte Carlo method,"Jack Lee,
Michael Lee",Conference Proceeding,Conference Paper,2019-01-01,Innopolis University,4
85084298219,Compliant control for walking robots with the use of a virtual spring-damper system,"Laura Oscar,
Michael Johns,
Jack Lee",Journal,Article,2019-01-01,Innopolis University,3
85126522302,Complicated Burst-type Oscillations of Astrocytic Spontaneous Calcium Concentration,"Laura White,
Daniel White,
Daniel White",Conference Proceeding,Conference Paper,2021-01-01,"Innopolis University, Immanuel Kant Baltic Federai University, Lobachevsky State University of Nizhni Novgorod",1
85071457881,Compression of Biological Networks using a Genetic Algorithm with Localized Merge,"Robbin Black,
Jack Jordan,
Robbin Lee,
Michael Lee",Conference Proceeding,Conference Paper,2019-07-01,"Brock University, Innopolis University",1
85065469673,Comprising of elastostatic and elastodynamic modeling for compliance error compensation in bipedal robot,"Robbin Oscar,
Michael Jordan,
Stephen White",Book Series,Conference Paper,2020-01-01,Innopolis University,4
84955318791,Computational intelligence: An introduction,"Robbin Jordan,
Robbin Johns,
Daniel Johns",Book Series,Book Chapter,2016-01-01,"King Abdulaziz University, University of Alberta, Innopolis University, Center for Applied Software Engineering",4
85076260467,Computer Vision in Control and Robotics for Educational Purposes,"Jack Black,
Jack Castle,
Michael Lee,
Jack Oscar,
Bruce Johns",Conference Proceeding,Conference Paper,2019-01-01,"Innopolis University, Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",3
85128642050,Computing on Wheels: A Deep Reinforcement Learning-Based Approach,"Jack Lee,
Robbin Johns,
Bruce White,
Bruce Black,
Robbin Jordan,
Jack Lee,
Daniel Oscar",Journal,Article,2022-01-01,"University of Massachusetts Dartmouth, Queen's University Belfast, Sejong University, University of the West of England, Innopolis University, SYNCHROMEDIA-Multimedia Communication in Telepresence, Hue University",1
85074072027,Computing syntactic parameters for automated text complexity assessment,"Robbin Johns,
Stephen Oscar,
Bruce Castle,
Robbin Black",Conference Proceeding,Conference Paper,2019-01-01,"Kazan Federal University, Institute for Information Transmission Problems of the Russian Academy of Sciences, Innopolis University",4
85061042972,Concept Development of Biomimetic Centipede Robot StriRus,"Michael Johns,
Robbin Oscar",Conference Proceeding,Conference Paper,2018-12-24,Innopolis University,1
85127146799,Conclusion,"Daniel Johns,
Laura Oscar,
Robbin Black,
Daniel Castle,
Robbin Oscar,
Stephen Oscar,
Robbin Jordan",Book Series,Book Chapter,2022-01-01,"Indian Institute of Technology Delhi, Innopolis University, Indian Institute of Technology Jodhpur, Indian Institute of Technology (Indian School of Mines), Dhanbad, Singapore University of Technology and Design",4
84958175994,Concurrency patterns for easier robotic coordination,"Robbin Jordan,
Robbin Black,
Laura Johns",Conference Proceeding,Conference Paper,2015-12-11,"ETH Zürich, Innopolis University",2
84951789567,Concurrent Software Engineering and Robotics Education,"Robbin Black,
Jack Black,
Daniel Castle",Conference Proceeding,Conference Paper,2015-08-12,"ETH Zürich, Innopolis University",2
85046451079,Confidence Sets for the Break Date in Cointegrating Regressions,"Bruce Black,
Daniel Johns",Journal,Article,2018-06-01,"Innopolis University, Russian Presidential Academy of National Economy and Public Administration, Hitotsubashi University",2
85041572719,Consistent estimation of linear regression models using matched data,"Robbin Black,
Laura White",Journal,Article,2018-04-01,"Saint Petersburg State University, Setsunan University, The University of Sydney Business School, Innopolis University",1
85078462350,Container-based sandboxes for malware analysis: A compromise worth considering,"Robbin Black,
Michael Black,
Daniel Lee,
Bruce Jordan,
Jack White,
Laura Jordan,
Bruce Oscar,
Daniel Castle",Conference Proceeding,Conference Paper,2019-12-02,"Université de Ghardaia, Royal Bank of Canada, University of Derby, Innopolis University",1
85044297031,Context mining of sedentary behaviour for promoting self-awareness using a smartphone,"Robbin White,
Michael Oscar,
Stephen Black,
Stephen White,
Robbin Johns,
Robbin Lee",Journal,Article,2018-03-15,"Liverpool John Moores University, Zayed University, Innopolis University",2
85085165027,Continuous Control in Deep Reinforcement Learning with Direct Policy Derivation from Q Network,"Laura Jordan,
Bruce White,
Michael Oscar,
Jack Black,
Robbin Castle",Book Series,Conference Paper,2020-01-01,Innopolis University,1
85075688870,Continuous Integration and Continuous Delivery in the Process of Developing Robotic Systems,"Michael Oscar,
Bruce Lee",Book Series,Conference Paper,2019-01-01,Innopolis University,4
85124699200,Continuous learning with random memory for object detection in robotic applications,"Robbin Jordan,
Michael Castle,
Bruce Black,
Daniel Castle,
Daniel Johns,
Bruce Oscar",Conference Proceeding,Conference Paper,2021-01-01,"Innopolis University, Sberbank PJSC, Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",1
85079447147,Contour-aware multi-label chest X-ray organ segmentation,"Robbin Jordan,
Daniel Black,
Laura Jordan,
Michael Jordan,
Michael Johns,
Robbin Oscar,
Daniel White,
Laura Jordan",Journal,Article,2020-03-01,"City University of Hong Kong, Univerza v Ljubljani, Københavns Universitet, Innopolis University, Kazan Federal University",2
85105438323,Contract-based general-purpose GPU programming,"Stephen Castle,
Stephen Lee,
Stephen Lee,
Michael Black",Journal,Article,2015-03-01,"ETH Zürich, Politecnico di Milano, Innopolis University",1
85100758315,Contract-based scheduling of URLLC packets in incumbent Embb traffic,"Stephen Lee,
Stephen Castle,
Robbin Black,
Laura Castle",Journal,Article,2020-01-01,"Kyung Hee University, Innopolis University",2
85053913046,Contracting agile developments for mission critical systems in the public sector,"Bruce Oscar,
Michael Jordan,
Jack Castle,
Daniel Lee,
Stephen Black",Conference Proceeding,Conference Paper,2018-08-23,"Università degli Studi di Genova, Alma Mater Studiorum Università di Bologna, Innopolis University",1
85054607574,Contracting agile developments for mission critical systems in the public sector,"Michael Black,
Jack Castle,
Michael Jordan,
Michael Johns,
Daniel Jordan",Conference Proceeding,Conference Paper,2018-05-27,"Università degli Studi di Genova, Alma Mater Studiorum Università di Bologna, Innopolis University",2
85108545462,Control Algorithm for Compensated Tripod-Based Manipulators,"Daniel Castle,
Michael Jordan,
Jack Oscar",Book Series,Conference Paper,2021-01-01,"Volgograd State Technical University, Federal State Educational Institution of Higher Education, Volgograd State Agricultural University, Innopolis University",4
85074299019,Control System Design for Two Link Robot Arm with MACCEPA 2.0 Variable Stiffness Actuators,"Laura Lee,
Stephen Jordan,
Bruce Oscar,
Robbin Johns,
Stephen Black",Conference Proceeding,Conference Paper,2019-07-01,Innopolis University,1
85078956091,Control of actuators with linearized variable stiffness,"Stephen Oscar,
Stephen Castle,
Bruce Castle",Conference Proceeding,Conference Paper,2019-09-01,Innopolis University,3
85084183576,Control of dynamics of bistable neural network by an external pulse,"Robbin Castle,
Jack Oscar,
Michael Castle,
Laura Black",Conference Proceeding,Conference Paper,2020-01-01,"Saratov State University, Innopolis University",4
85110331706,Control of network bursting discharges by local electrical stimulation in spiking neuron network,"Bruce Black,
Michael White,
Michael Jordan,
Robbin Oscar",Journal,Article,2021-01-01,"Innopolis University, Samara State Medical University, Lobachevsky State University of Nizhni Novgorod",4
85077543515,Control of the four-cable-driven parallel robot with the help of the inverse kinematic model,"Jack Black,
Bruce Lee",Conference Proceeding,Conference Paper,2019-01-01,Innopolis University,4
85128902726,Controlling synchronization of gamma oscillations by astrocytic modulation in a model hippocampal neural network,"Michael Oscar,
Stephen Jordan,
Bruce Oscar,
Bruce Lee",Journal,Article,2022-12-01,"Innopolis University, Immanuel Kant Baltic Federal University, Lobachevsky State University of Nizhni Novgorod",1
84923033837,Convergence of true cooperations in Bayesian reputation game,"Robbin Lee,
Daniel Castle",Conference Proceeding,Conference Paper,2015-01-15,"Syracuse University, Innopolis University",1
85086144617,Convex Optimization-based Motion Planner for Linear Variable Stiffness Actuators,"Laura Johns,
Robbin Oscar,
Jack White",Conference Proceeding,Conference Paper,2019-12-12,University Innopolis,4
85092165051,Convex optimization-based stiffness control for tensegrity robotic structures,"Laura Oscar,
Jack White,
Michael Oscar",Conference Proceeding,Conference Paper,2020-09-01,Innopolis University,1
85126509615,Convolutional Neural Network and Adversarial Autoencoder in EEG images classification,"Laura Lee,
Jack Lee",Conference Proceeding,Conference Paper,2021-01-01,Innopolis University,1
85071636994,Cooperative Thinking: Analyzing a new framework for software engineering education,"Bruce White,
Laura Oscar,
Robbin Black",Journal,Article,2019-11-01,"University College Cork, Alma Mater Studiorum Università di Bologna, Innopolis University",1
82655181322,Cooperative phosphorylation of FADD by Aur-A and Plk1 in response to taxol triggers both apoptotic and necrotic cell death,"Bruce White,
Stephen Lee,
Bruce Castle,
Michael Jordan",Journal,Article,2011-12-01,Chungnam National University,1
85044268725,Copulas and long memory,"Michael Lee,
Laura Oscar",Journal,Article,2017-01-01,"Imperial College Business School, Columbia Business School, Innopolis University",1
85063014580,"Correction to: Multilayer Partially Homomorphic Encryption Text Steganography (MLPHE-TS): A Zero Steganography Approach (Wireless Personal Communications, (2018), 103, 2, (1563-1585), 10.1007/s11277-018-5868-1)","Daniel Black,
Jack Johns,
Bruce Castle,
Jack Lee,
Stephen Johns",Journal,Erratum,2019-04-15,"Iqra University, University of Science and Technology of China, Innopolis University",2
85101927682,"Corrigendum to “Orchestrating product provenance story: When IOTA ecosystem meets electronics supply chain space” [Comput. Ind. 123 (December) (2020) 103334] (Computers in Industry (2020) 123, (S0166361520305686), (10.1016/j.compind.2020.103334))","Daniel White,
Daniel Johns,
Daniel White,
Stephen White",Journal,Erratum,2021-06-01,"Kyung Hee University, Aberystwyth University, Innopolis University",1
84966686790,Cost effective mobile and static road side unit deployment for vehicular adhoc networks,"Michael Lee,
Jack Black,
Robbin Lee,
Michael Castle,
Michael Black,
Bruce Jordan",Conference Proceeding,Conference Paper,2016-03-23,"North Carolina Central University, Xi'an Jiaotong University, Innopolis University",1
84959278126,Covert communication based privacy preservation in mobile vehicular networks,"Michael Castle,
Jack Castle,
Robbin White,
Michael Castle,
Michael Castle",Conference Proceeding,Conference Paper,2015-12-14,"Hanyang University, North Carolina Central University, Innopolis University",3
85041804727,Crisis management in software engineering: Behavioral aspects,"Stephen Black,
Bruce Lee",Book Series,Conference Paper,2018-01-01,Innopolis University,1
79953229244,Crystallographic and mutational analysis of the CD40-CD154 complex and its implications for receptor activation,"Daniel Castle,
Robbin Lee,
Michael Black,
Laura Lee,
Bruce Castle,
Michael Oscar,
Daniel Oscar,
Daniel Lee,
Jack White",Journal,Article,2011-04-01,"Chungnam National University, Korea Advanced Institute of Science and Technology",1
85128240009,Cumulant analysis in wavelet space for studying effects of aging on electrical activity of the brain,"Laura Castle,
Robbin Oscar,
Bruce Johns,
Stephen Johns,
Michael White,
Michael Castle,
Michael Johns,
Jack White",Journal,Article,2022-05-01,"Saratov State University, Regional Scientific and Educational Mathematical Center “Mathematics of Future Technologies”, Immanuel Kant Baltic Federal University, Innopolis University",1
85113274129,Customer classification: A Mamdani fuzzy inference system standpoint for modifying the failure mode and effect analysis based three dimensional approach,"Jack Oscar,
Jack White",Journal,Article,2021-12-30,"Machine Intelligence Research Labs (MIR Labs) - Scientific Network for Innovation and Research Excellence, University of Tehran, Innopolis University",1
85126534944,Customizable and Flexible Pressure Sensor Matrix,Stephen Jordan,Conference Proceeding,Conference Paper,2021-01-01,"Lobachevsky State University of Nizhni Novgorod, Innopolis University",1
85106584728,Cyber resilience,Stephen White,Book,Book,2019-08-31,Innopolis University,1
85070806443,Cyber security innovation for the digital economy: A case study of the Russian federation,Stephen White,Book,Book,2018-09-30,Innopolis University,1
85075683655,Cyber-Resilience Concept for Industry 4.0 Digital Platforms in the Face of Growing Cybersecurity Threats,"Robbin Johns,
Michael Oscar",Book Series,Conference Paper,2019-01-01,Innopolis University,4
85076209255,Cyber-physical system for control the heat and mass transfer in the oil reservoir and producing pumping well,"Daniel Oscar,
Jack Johns",Journal,Article,2019-01-01,"Kazan Federal University, Innopolis University",4
85067464961,Cyber-storms come from clouds: Security of cloud computing in the IoT era,"Laura Lee,
Stephen Oscar,
Jack Lee,
Laura Johns,
Stephen Johns",Journal,Article,2019-06-01,"Bruno Kessler Foundation, Technical University of Denmark, Örebro Universitet, Innopolis University",2
85104888823,DGM: a data generative model to improve minority class presence in anomaly detection domain,"Robbin Castle,
Robbin Lee",Journal,Article,2021-10-01,Innopolis University,1
85090156898,DREM-based Parametric Estimation of Bias-affected Damped Sinusoidal Signals,"Michael Johns,
Jack Johns,
Bruce Johns,
Daniel Black",Conference Proceeding,Conference Paper,2020-05-01,"Innopolis University, Saint Petersburg State University, Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",1
85035748137,Daphne: A Flexible and Hybrid Scheduling Framework in Multi-Tenant Clusters,"Jack Johns,
Michael Jordan,
Bruce Black,
Stephen Jordan,
Robbin Johns",Journal,Article,2018-03-01,"Innopolis University, Shanghai Jiao Tong University",1
85126180490,Data Prediction Model in Wireless Sensor Networks: A Machine Learning Approach,"Michael Castle,
Michael Johns,
Daniel Black",Book Series,Conference Paper,2022-01-01,"Machine Intelligence Research Labs (MIR Labs) - Scientific Network for Innovation and Research Excellence, Innopolis University, DIT University",4
85073895570,Data augmentation for chest pathologies classification,"Robbin Oscar,
Bruce Black,
Daniel Black,
Stephen White",Conference Proceeding,Conference Paper,2019-04-01,Innopolis University,1
85049788079,Data driven business rule generation based on fog computing,"Stephen Lee,
Bruce Castle,
Michael Johns,
Bruce Jordan,
Daniel White",Journal,Article,2018-12-01,"Innopolis University, Shanghai Jiao Tong University",1
85123575373,Data-Driven Approaches to User Interface Design: A Case Study,"Michael Lee,
Laura Black,
Laura Oscar,
Robbin Lee",Conference Proceeding,Conference Paper,2021-12-20,Innopolis University,4
84988929617,Data-driven workflows for microservices: Genericity in jolie,"Bruce Johns,
Jack White,
Bruce Oscar,
Michael Johns",Conference Proceeding,Conference Paper,2016-05-19,"Syddansk Universitet, Innopolis University",1
85096355876,Database for storing and organizing data of neurophysiological experiments: Description and basic functionality,"Michael White,
Bruce Oscar",Conference Proceeding,Conference Paper,2020-09-01,Innopolis University,1
84872977087,Daxx is a key downstream component of receptor interacting protein kinase 3 mediating retinal ischemic cell death,"Stephen Black,
Laura White,
Jack Black,
Jack Jordan,
Jack Lee,
Stephen White",Journal,Article,2013-01-31,Chungnam National University,2
85065985533,Deep Learning Approach for Building Detection in Satellite Multispectral Imagery,"Jack Lee,
Michael Oscar",Conference Proceeding,Conference Paper,2018-07-02,Innopolis University,1
85115062215,Deep Learning Inspired Vision based Frameworks for Drone Detection,"Bruce White,
Robbin Castle,
Stephen Castle",Conference Proceeding,Conference Paper,2021-06-12,"University of Engineering and Technology, Lahore, Innopolis University",1
85105790602,Deep Learning for Diagnosis and Segmentation of Pneumothorax: The Results on the Kaggle Competition and Validation against Radiologists,"Robbin Castle,
Bruce Johns,
Jack White,
Daniel Johns,
Michael White",Journal,Article,2021-05-01,"Københavns Universitet, Public Hospital #2, Innopolis University",1
85077509073,Deep embeddings for brand detection in product titles,"Bruce Lee,
Jack White,
Daniel Lee",Book Series,Conference Paper,2019-01-01,Innopolis University,4
85034630633,Deep learning models for bone suppression in chest radiographs,"Robbin Oscar,
Stephen Oscar,
Daniel White,
Stephen Black,
Daniel Castle",Conference Proceeding,Conference Paper,2017-10-04,"Zayed University, Universidade Estadual de Campinas, Innopolis University",1
85090394284,Deep learning with transfer learning method for error compensation of cable-driven robot,"Jack Black,
Jack Oscar,
Robbin Jordan,
Stephen Lee,
Daniel Lee",Conference Proceeding,Conference Paper,2020-01-01,Innopolis University,1
85101242286,Deep learning-based trajectory estimation of vehicles in crowded and crossroad scenarios,"Robbin Lee,
Robbin Castle",Conference Proceeding,Conference Paper,2021-01-27,Innopolis University,1
85070340950,Deep neural network ensemble for pneumonia localization from a large-scale chest x-ray database,"Jack Oscar,
Laura Black,
Laura Jordan,
Michael Black,
Stephen Castle,
Stephen Castle",Journal,Article,2019-09-01,"City University of Hong Kong, Stanford University, Public Hospital #2, Innopolis University",1
85084394085,Deep puff: Censoring via machine learning cigarette use,"Jack Jordan,
Robbin Jordan",Conference Proceeding,Conference Paper,2019-10-01,Innopolis University,1
85078740885,Democratizing faculty development - Establishing a training program at a new computer science university in Russia,"Laura White,
Daniel Lee,
Michael Johns",Conference Proceeding,Conference Paper,2019-06-15,"Faculty Professional Development, Innopolis University",1
85041944833,Deriving overtaking strategy from nonlinear model predictive control for a race car,"Michael Jordan,
Bruce Jordan,
Bruce Castle,
Michael Castle",Conference Proceeding,Conference Paper,2017-12-13,Innopolis University,2
85071422574,Descriptive Symbolic Models of Gaits from Parkinson's Disease Patients,"Robbin Black,
Daniel Castle,
Jack Jordan",Conference Proceeding,Conference Paper,2019-07-01,"Innopolis University, Brock University, St. Francis Xavier University",1
85115055980,Design and Development of an Unmanned Ground Vehicle with Serial Manipulator and its Control Mechanism,"Laura Black,
Laura Jordan",Conference Proceeding,Conference Paper,2021-06-12,"Skolkovo Institute of Science and Technology, Innopolis University",1
85125178573,"Design and Implementation of Pulsed BPSK, QPSK, Barker Encoded, CW and Chirp Signal Generation in LabVIEW PXI 5644R","Stephen Castle,
Daniel Oscar,
Stephen Johns",Conference Proceeding,Conference Paper,2021-01-01,"Air University Islamabad, College of Electrical &amp; Mechanical Engineering, Innopolis University",1
85046164957,Design and analysis of authenticated key agreement scheme in cloud-assisted cyber–physical systems,"Daniel Lee,
Daniel Johns,
Bruce Jordan,
Michael Jordan,
Robbin Lee,
Stephen Jordan",Journal,Article,2020-07-01,"Xiamen Institute of Technology, Thapar Institute of Engineering &amp; Technology, International Institute of Information Technology, Hyderabad, Innopolis University, National University of Singapore",1
85058878262,Design and analysis of secure lightweight remote user authentication and key agreement scheme in internet of drones deployment,"Jack Oscar,
Jack Lee,
Daniel White,
Robbin Jordan,
Stephen Black",Journal,Article,2019-04-01,"Instituto de Telecomunicacoes, Universidade de Fortaleza, Thapar Institute of Engineering &amp; Technology, International Institute of Information Technology, Hyderabad, Innopolis University, Luleå tekniska Universitet, National Institute of Telecommunications (Inatel)",1
85124687846,Design and control for the underwater robot with internal rotor,"Bruce Johns,
Robbin White,
Robbin White",Conference Proceeding,Conference Paper,2021-01-01,"Kalashnikov Izhevsk State Technical University, Innopolis University",1
85029359065,Design and stiffness analysis of 12 DoF poppy-inspired humanoid,"Stephen Lee,
Bruce Jordan,
Daniel Lee",Conference Proceeding,Conference Paper,2017-01-01,Innopolis University,1
85058287179,Design and validation of precooked developer dashboards,"Laura Oscar,
Michael Lee,
Michael Jordan,
Laura Lee,
Michael Johns,
Daniel Jordan",Conference Proceeding,Conference Paper,2018-10-26,Innopolis University,1
85071490175,"Design of a dashboard of software metrics for adaptable, energy efficient applications","Daniel Black,
Michael White,
Michael Jordan,
Jack Black",Conference Proceeding,Conference Paper,2019-01-01,Innopolis University,1
84992361847,Design of experiments for elastostatic calibration of heavy industrial robots with kinematic parallelogram and gravity compensator,"Michael Johns,
Daniel Jordan,
Daniel Lee",Conference Proceeding,Conference Paper,2016-01-01,"IMT Atlantique, Innopolis University",3
85054039812,Design of secure key management and user authentication scheme for fog computing services,"Laura White,
Daniel White,
Jack Oscar,
Laura Lee",Journal,Article,2019-02-01,"Luleå tekniska Universitet, Thapar Institute of Engineering &amp; Technology, International Institute of Information Technology, Hyderabad, Innopolis University",1
85074395115,Design of the Parallel Spherical Manipulator for Wrist Rehabilitation,"Jack Lee,
Jack Black",Conference Proceeding,Conference Paper,2019-09-01,Innopolis University,1
85065608697,Design of the System for Automatic Grain Size Analysis at Ore Mining and Processing Enterprises,"Jack Jordan,
Laura Oscar",Conference Proceeding,Conference Paper,2019-04-24,"Innopolis University, Ural Federal University",4
85074726429,"Design, fabrication and measurement a promising photonic crystal-like structure inside a rectangular waveguide","Daniel Jordan,
Laura Johns,
Robbin Black,
Jack Jordan,
Michael Black,
Laura Johns,
Stephen Johns",Conference Proceeding,Conference Paper,2019-09-01,"Saratov State University, Kotel'nikov Institute of Radio Engineering and Electronics of Russian Academy of Sciences, Saratov Branch, Innopolis University",1
85126178042,Designing Green Routing and Scheduling for Home Health Care,"Bruce Johns,
Bruce Jordan,
Jack Oscar,
Jack Castle",Book Series,Conference Paper,2022-01-01,"Machine Intelligence Research Labs (MIR Labs) - Scientific Network for Innovation and Research Excellence, Babol Noshirvani University of Technology, Innopolis University",4
85127653863,Designing a Humanitarian Supply Chain for Pre and Post Disaster Planning with Transshipment and Considering Perishability of Products,"Robbin Oscar,
Daniel Castle,
Stephen Black,
Jack Lee,
Daniel White",Book Series,Conference Paper,2022-01-01,"Machine Intelligence Research Labs (MIR Labs) - Scientific Network for Innovation and Research Excellence, University of Tehran, Innopolis University",4
85119262686,Designing a green home healthcare network using grey flexible linear programming: Heuristic approaches,"Bruce Black,
Robbin White,
Michael Johns,
Robbin White,
Laura Castle",Journal,Article,2021-12-01,"Machine Intelligence Research Labs (MIR Labs) - Scientific Network for Innovation and Research Excellence, University of Mazandaran, Innopolis University, Universite Grenoble Alpes, Islamic Azad University, South Tehran Branch",1
85074427300,Detecting Changes in Contact Interaction Regime with a Reaction Predictor and a Linear Contact Model,Bruce Oscar,Conference Proceeding,Conference Paper,2019-09-01,Innopolis University,1
85096351709,Detecting inter-areal functional connectivity using artificial neural network,"Michael White,
Robbin Black",Conference Proceeding,Conference Paper,2020-09-01,Innopolis University,1
85126190838,Detection and Classification of Age-Related Macular Degeneration Using Integration of DenseNet169 and Convolutional Neural Network,"Stephen Lee,
Jack Johns",Book Series,Conference Paper,2022-01-01,"Machine Intelligence Research Labs (MIR Labs) - Scientific Network for Innovation and Research Excellence, Sree Buddha College of Engineering, Nooranad, Innopolis University",4
85068564882,Detection of EEG oscillatory patterns corresponding to human concentration of attention with help of perceptron type artificial neural network,"Robbin Jordan,
Bruce Black",Conference Proceeding,Conference Paper,2019-01-01,Innopolis University,4
85064148461,Detection of Inconsistent Contracts Through Modular Verification,Bruce Lee,Book Series,Conference Paper,2020-01-01,"Université Fédérale Toulouse Midi-Pyrénées, Innopolis University",1
85068579247,Detection of proepileptic activity patterns in EEG of WAG/Rij rats,"Michael Black,
Bruce Jordan",Conference Proceeding,Conference Paper,2019-01-01,"Institute of Higher Nervous Activity and Neurophysiology of RAS, Innopolis University",4
85120801375,Detection of small size traffic signs using regressive anchor box selection and dbl layer tweaking in yolov3,"Michael Johns,
Jack Jordan,
Michael Lee,
Michael Castle,
Laura Oscar,
Daniel Castle",Journal,Article,2021-12-01,"NED University of Engineering &amp; Technology, Hanyang University ERICA Campus, National University of Computer and Emerging Sciences Islamabad, University of Engineering and Technology, Lahore, Innopolis University, Habib University",2
85096361889,Determination of responses to stimuli by the role of signal-triggering neurons in the network,Bruce Jordan,Conference Proceeding,Conference Paper,2020-09-01,Innopolis University,1
85082704809,Determination of the viscous resistance of a plane damper with a Newtonian fluid using the equation similarity with the shaft torsion problem,"Bruce Oscar,
Laura Black,
Bruce Jordan",Conference Proceeding,Conference Paper,2020-03-16,"Bauman Moscow State Technical University, Innopolis University",4
85115887146,Deterministic coherence and anti-coherence resonances in networks of chaotic oscillators with frequency mismatch,"Laura Jordan,
Stephen Oscar,
Laura Jordan,
Robbin White,
Robbin Castle,
Daniel Oscar",Journal,Article,2021-11-01,"Universidad Politécnica de Madrid, Innopolis University, Universidad de Guadalajara",1
85118522851,DevOps and its philosophy: Education matters!,"Robbin Jordan,
Bruce Jordan,
Jack Black,
Daniel Lee,
Stephen Lee,
Laura Jordan,
Jack White",Book,Book Chapter,2019-01-01,"Bruno Kessler Foundation, University of Luxembourg, Innopolis University",1
85067784206,Developers' week: Reversed internship,"Daniel Lee,
Daniel Oscar,
Bruce Castle,
Daniel White",Journal,Article,2019-04-01,"GN Srl - General Networking, IIS Fermo Corni e Liceo, Alma Mater Studiorum Università di Bologna, Innopolis University",4
85126426272,Developing an Enterprise Continuity Program,Daniel Black,Book,Book,2021-01-01,Innopolis University,1
85094172509,Developing individual educational paths for future teachers based on the requirements of the updated federal state education standards of higher education (Fses of he),Robbin Jordan,Journal,Article,2020-01-01,"Vyatka State University, Innopolis University",4
85077542475,Development and evaluation of GQM method to improve adaptive systems,"Jack Black,
Michael Castle,
Daniel Oscar",Conference Proceeding,Conference Paper,2019-01-01,Innopolis University,4
85081053419,Development of BI-Platforms for Cybersecurity Predictive Analytics,"Jack White,
Jack Jordan",Book Series,Conference Paper,2020-01-01,"V.I. Vernadsky Crimean Federal University, Innopolis University",4
